Sex,Year,Obesity (%),Region,BMI
Male,1990,5.4 [2.6-9.4],Central Asia,5.4
Female,1990,8.7 [5.2-13.1],Central Asia,8.7
Both sexes,1991,7.4 [5.0-10.5],Central Asia,7.4
Male,1991,5.6 [2.7-9.7],Central Asia,5.6
Female,1991,8.9 [5.4-13.4],Central Asia,8.9
Both sexes,1992,7.7 [5.2-10.7],Central Asia,7.7
Male,1992,5.8 [2.9-9.9],Central Asia,5.8
Female,1992,9.1 [5.6-13.7],Central Asia,9.1
Both sexes,1993,7.9 [5.4-10.9],Central Asia,7.9
Male,1993,6.0 [3.0-10.2],Central Asia,6.0
Female,1993,9.4 [5.8-13.9],Central Asia,9.4
Both sexes,1994,8.1 [5.6-11.2],Central Asia,8.1
Male,1994,6.2 [3.1-10.5],Central Asia,6.2
Female,1994,9.6 [6.0-14.1],Central Asia,9.6
Both sexes,1995,8.3 [5.8-11.5],Central Asia,8.3
Male,1995,6.4 [3.3-10.8],Central Asia,6.4
Female,1995,9.9 [6.2-14.4],Central Asia,9.9
Both sexes,1996,8.6 [6.0-11.7],Central Asia,8.6
Male,1996,6.7 [3.4-11.0],Central Asia,6.7
Female,1996,10.1 [6.5-14.7],Central Asia,10.1
Both sexes,1997,8.8 [6.2-12.0],Central Asia,8.8
Male,1997,6.9 [3.6-11.3],Central Asia,6.9
Female,1997,10.4 [6.7-15.0],Central Asia,10.4
Both sexes,1998,9.1 [6.5-12.2],Central Asia,9.1
Male,1998,7.1 [3.8-11.6],Central Asia,7.1
Female,1998,10.7 [7.0-15.3],Central Asia,10.7
Both sexes,1999,9.4 [6.7-12.5],Central Asia,9.4
Male,1999,7.4 [4.0-11.9],Central Asia,7.4
Female,1999,11.0 [7.3-15.6],Central Asia,11.0
Both sexes,2000,9.6 [6.9-12.8],Central Asia,9.6
Male,2000,7.6 [4.2-12.2],Central Asia,7.6
Female,2000,11.3 [7.5-15.9],Central Asia,11.3
Both sexes,2001,9.9 [7.2-13.2],Central Asia,9.9
Male,2001,7.9 [4.4-12.5],Central Asia,7.9
Female,2001,11.6 [7.8-16.2],Central Asia,11.6
Both sexes,2002,10.2 [7.5-13.5],Central Asia,10.2
Male,2002,8.2 [4.6-12.9],Central Asia,8.2
Female,2002,12.0 [8.1-16.6],Central Asia,12.0
Both sexes,2003,10.6 [7.8-13.9],Central Asia,10.6
Male,2003,8.5 [4.8-13.2],Central Asia,8.5
Female,2003,12.3 [8.4-17.0],Central Asia,12.3
Both sexes,2004,10.9 [8.1-14.2],Central Asia,10.9
Male,2004,8.8 [5.0-13.6],Central Asia,8.8
Female,2004,12.7 [8.8-17.4],Central Asia,12.7
Both sexes,2005,11.3 [8.4-14.6],Central Asia,11.3
Male,2005,9.2 [5.3-14.0],Central Asia,9.2
Female,2005,13.1 [9.1-17.8],Central Asia,13.1
Both sexes,2006,11.7 [8.7-15.1],Central Asia,11.7
Male,2006,9.5 [5.6-14.5],Central Asia,9.5
Female,2006,13.6 [9.5-18.3],Central Asia,13.6
Both sexes,2007,12.1 [9.1-15.6],Central Asia,12.1
Male,2007,9.9 [5.8-15.0],Central Asia,9.9
Female,2007,14.0 [9.8-18.8],Central Asia,14.0
Both sexes,2008,12.5 [9.5-16.1],Central Asia,12.5
Male,2008,10.3 [6.1-15.5],Central Asia,10.3
Female,2008,14.4 [10.2-19.3],Central Asia,14.4
Both sexes,2009,13.0 [9.8-16.6],Central Asia,13.0
Male,2009,10.7 [6.4-16.0],Central Asia,10.7
Female,2009,14.9 [10.5-20.0],Central Asia,14.9
Both sexes,2010,13.4 [10.2-17.2],Central Asia,13.4
Male,2010,11.1 [6.7-16.5],Central Asia,11.1
Female,2010,15.4 [10.8-20.6],Central Asia,15.4
Both sexes,2011,13.9 [10.6-17.7],Central Asia,13.9
Male,2011,11.6 [7.0-17.1],Central Asia,11.6
Female,2011,15.9 [11.2-21.2],Central Asia,15.9
Both sexes,2012,14.4 [10.9-18.4],Central Asia,14.4
Male,2012,12.0 [7.2-17.8],Central Asia,12.0
Female,2012,16.4 [11.6-21.9],Central Asia,16.4
Both sexes,2013,14.9 [11.3-19.1],Central Asia,14.9
Male,2013,12.5 [7.5-18.5],Central Asia,12.5
Female,2013,17.0 [11.9-22.6],Central Asia,17.0
Both sexes,2014,15.5 [11.7-19.8],Central Asia,15.5
Male,2014,13.0 [7.8-19.3],Central Asia,13.0
Female,2014,17.5 [12.3-23.4],Central Asia,17.5
Both sexes,2015,16.0 [12.1-20.6],Central Asia,16.0
Male,2015,13.5 [8.1-20.1],Central Asia,13.5
Female,2015,18.1 [12.6-24.2],Central Asia,18.1
Both sexes,2016,16.6 [12.5-21.3],Central Asia,16.6
Male,2016,14.0 [8.3-21.0],Central Asia,14.0
Female,2016,18.6 [13.0-25.1],Central Asia,18.6
