,Country,Sex,Year,Obesity (%),Region,BMI
14075,Micronesia (Federated States of),Female,2004,43.8 [37.0-50.8],Oceania,43.8
14076,Micronesia (Federated States of),Both sexes,2005,37.9 [33.2-42.9],Oceania,37.9
14077,Micronesia (Federated States of),Male,2005,31.2 [24.5-38.4],Oceania,31.2
14078,Micronesia (Federated States of),Female,2005,44.5 [37.7-51.4],Oceania,44.5
14079,Micronesia (Federated States of),Both sexes,2006,38.6 [33.8-43.6],Oceania,38.6
14080,Micronesia (Federated States of),Male,2006,31.9 [25.3-39.2],Oceania,31.9
14081,Micronesia (Federated States of),Female,2006,45.1 [38.2-52.0],Oceania,45.1
14082,Micronesia (Federated States of),Both sexes,2007,39.3 [34.6-44.2],Oceania,39.3
14083,Micronesia (Federated States of),Male,2007,32.7 [26.0-40.0],Oceania,32.7
14084,Micronesia (Federated States of),Female,2007,45.7 [38.9-52.6],Oceania,45.7
14085,Micronesia (Federated States of),Both sexes,2008,40.1 [35.2-45.0],Oceania,40.1
14086,Micronesia (Federated States of),Male,2008,33.5 [26.6-40.8],Oceania,33.5
14087,Micronesia (Federated States of),Female,2008,46.4 [39.5-53.2],Oceania,46.4
14088,Micronesia (Federated States of),Both sexes,2009,40.8 [35.9-45.7],Oceania,40.8
14089,Micronesia (Federated States of),Male,2009,34.3 [27.3-41.8],Oceania,34.3
14090,Micronesia (Federated States of),Female,2009,47.1 [40.2-53.8],Oceania,47.1
14091,Micronesia (Federated States of),Both sexes,2010,41.5 [36.5-46.5],Oceania,41.5
14092,Micronesia (Federated States of),Male,2010,35.1 [28.0-42.7],Oceania,35.1
14093,Micronesia (Federated States of),Female,2010,47.7 [40.7-54.5],Oceania,47.7
14094,Micronesia (Federated States of),Both sexes,2011,42.2 [37.1-47.3],Oceania,42.2
14095,Micronesia (Federated States of),Male,2011,35.9 [28.6-43.7],Oceania,35.9
14096,Micronesia (Federated States of),Female,2011,48.3 [41.3-55.3],Oceania,48.3
14097,Micronesia (Federated States of),Both sexes,2012,42.9 [37.8-48.1],Oceania,42.9
14098,Micronesia (Federated States of),Male,2012,36.8 [29.2-44.7],Oceania,36.8
14099,Micronesia (Federated States of),Female,2012,49.0 [41.8-56.0],Oceania,49.0
14100,Micronesia (Federated States of),Both sexes,2013,43.7 [38.3-49.0],Oceania,43.7
14101,Micronesia (Federated States of),Male,2013,37.6 [29.7-45.8],Oceania,37.6
14102,Micronesia (Federated States of),Female,2013,49.6 [42.2-56.8],Oceania,49.6
14103,Micronesia (Federated States of),Both sexes,2014,44.4 [38.8-49.9],Oceania,44.4
14104,Micronesia (Federated States of),Male,2014,38.4 [30.2-47.0],Oceania,38.4
14105,Micronesia (Federated States of),Female,2014,50.2 [42.7-57.6],Oceania,50.2
14106,Micronesia (Federated States of),Both sexes,2015,45.1 [39.3-50.8],Oceania,45.1
14107,Micronesia (Federated States of),Male,2015,39.3 [30.7-48.1],Oceania,39.3
14108,Micronesia (Federated States of),Female,2015,50.9 [43.2-58.5],Oceania,50.9
14109,Micronesia (Federated States of),Both sexes,2016,45.8 [39.7-51.8],Oceania,45.8
14110,Micronesia (Federated States of),Male,2016,40.1 [31.1-49.2],Oceania,40.1
14111,Micronesia (Federated States of),Female,2016,51.5 [43.5-59.4],Oceania,51.5
14994,Nauru,Both sexes,1975,44.5 [38.0-51.1],Oceania,44.5
14995,Nauru,Male,1975,38.2 [28.6-47.7],Oceania,38.2
14996,Nauru,Female,1975,51.4 [41.9-60.7],Oceania,51.4
14997,Nauru,Both sexes,1976,45.0 [38.6-51.3],Oceania,45.0
14998,Nauru,Male,1976,38.6 [29.6-47.8],Oceania,38.6
14999,Nauru,Female,1976,51.7 [42.5-60.7],Oceania,51.7
15000,Nauru,Both sexes,1977,45.4 [39.3-51.5],Oceania,45.4
15001,Nauru,Male,1977,39.1 [30.4-47.9],Oceania,39.1
15002,Nauru,Female,1977,52.1 [43.2-60.7],Oceania,52.1
15003,Nauru,Both sexes,1978,45.8 [39.9-51.8],Oceania,45.8
15004,Nauru,Male,1978,39.6 [31.1-48.0],Oceania,39.6
15005,Nauru,Female,1978,52.4 [43.9-60.8],Oceania,52.4
15006,Nauru,Both sexes,1979,46.3 [40.5-52.0],Oceania,46.3
15007,Nauru,Male,1979,40.0 [31.8-48.4],Oceania,40.0
15008,Nauru,Female,1979,52.7 [44.5-60.8],Oceania,52.7
15009,Nauru,Both sexes,1980,46.7 [41.1-52.3],Oceania,46.7
15010,Nauru,Male,1980,40.5 [32.5-48.8],Oceania,40.5
15011,Nauru,Female,1980,53.1 [45.1-60.8],Oceania,53.1
15012,Nauru,Both sexes,1981,47.1 [41.7-52.6],Oceania,47.1
15013,Nauru,Male,1981,41.0 [33.2-49.1],Oceania,41.0
15014,Nauru,Female,1981,53.4 [45.6-61.0],Oceania,53.4
15015,Nauru,Both sexes,1982,47.5 [42.3-52.9],Oceania,47.5
15016,Nauru,Male,1982,41.5 [33.9-49.3],Oceania,41.5
15017,Nauru,Female,1982,53.7 [46.1-61.1],Oceania,53.7
15018,Nauru,Both sexes,1983,47.9 [42.7-53.2],Oceania,47.9
15019,Nauru,Male,1983,42.0 [34.5-49.7],Oceania,42.0
15020,Nauru,Female,1983,54.1 [46.6-61.3],Oceania,54.1
15021,Nauru,Both sexes,1984,48.3 [43.2-53.5],Oceania,48.3
15022,Nauru,Male,1984,42.5 [35.1-50.1],Oceania,42.5
15023,Nauru,Female,1984,54.4 [47.2-61.4],Oceania,54.4
15024,Nauru,Both sexes,1985,48.7 [43.7-53.7],Oceania,48.7
15025,Nauru,Male,1985,43.0 [35.8-50.5],Oceania,43.0
15026,Nauru,Female,1985,54.7 [47.7-61.6],Oceania,54.7
15027,Nauru,Both sexes,1986,49.1 [44.2-54.1],Oceania,49.1
15028,Nauru,Male,1986,43.6 [36.5-51.0],Oceania,43.6
15029,Nauru,Female,1986,55.1 [48.2-61.9],Oceania,55.1
15030,Nauru,Both sexes,1987,49.5 [44.6-54.4],Oceania,49.5
15031,Nauru,Male,1987,44.1 [37.1-51.4],Oceania,44.1
15032,Nauru,Female,1987,55.4 [48.6-62.0],Oceania,55.4
15033,Nauru,Both sexes,1988,49.9 [45.1-54.8],Oceania,49.9
15034,Nauru,Male,1988,44.6 [37.7-51.8],Oceania,44.6
15035,Nauru,Female,1988,55.7 [49.0-62.3],Oceania,55.7
15036,Nauru,Both sexes,1989,50.4 [45.6-55.1],Oceania,50.4
15037,Nauru,Male,1989,45.1 [38.3-52.3],Oceania,45.1
15038,Nauru,Female,1989,56.0 [49.4-62.5],Oceania,56.0
15039,Nauru,Both sexes,1990,50.8 [46.1-55.5],Oceania,50.8
15040,Nauru,Male,1990,45.7 [38.9-52.7],Oceania,45.7
15041,Nauru,Female,1990,56.4 [49.8-62.8],Oceania,56.4
15042,Nauru,Both sexes,1991,51.2 [46.6-55.9],Oceania,51.2
15043,Nauru,Male,1991,46.2 [39.4-53.2],Oceania,46.2
15044,Nauru,Female,1991,56.7 [50.1-63.0],Oceania,56.7
15045,Nauru,Both sexes,1992,51.7 [47.1-56.3],Oceania,51.7
15046,Nauru,Male,1992,46.7 [40.0-53.6],Oceania,46.7
15047,Nauru,Female,1992,57.0 [50.5-63.2],Oceania,57.0
15048,Nauru,Both sexes,1993,52.1 [47.5-56.7],Oceania,52.1
15049,Nauru,Male,1993,47.2 [40.6-54.1],Oceania,47.2
15050,Nauru,Female,1993,57.3 [50.9-63.5],Oceania,57.3
15051,Nauru,Both sexes,1994,52.5 [48.0-57.2],Oceania,52.5
15052,Nauru,Male,1994,47.7 [41.2-54.5],Oceania,47.7
15053,Nauru,Female,1994,57.6 [51.2-63.8],Oceania,57.6
15054,Nauru,Both sexes,1995,53.0 [48.4-57.5],Oceania,53.0
15055,Nauru,Male,1995,48.3 [41.7-55.0],Oceania,48.3
15056,Nauru,Female,1995,57.9 [51.5-64.1],Oceania,57.9
15057,Nauru,Both sexes,1996,53.4 [48.9-57.9],Oceania,53.4
15058,Nauru,Male,1996,48.8 [42.3-55.4],Oceania,48.8
15059,Nauru,Female,1996,58.2 [51.8-64.3],Oceania,58.2
15060,Nauru,Both sexes,1997,53.8 [49.3-58.3],Oceania,53.8
15061,Nauru,Male,1997,49.3 [42.9-55.9],Oceania,49.3
15062,Nauru,Female,1997,58.4 [52.2-64.5],Oceania,58.4
15063,Nauru,Both sexes,1998,54.3 [49.8-58.7],Oceania,54.3
15064,Nauru,Male,1998,49.8 [43.4-56.4],Oceania,49.8
15065,Nauru,Female,1998,58.7 [52.5-64.7],Oceania,58.7
15066,Nauru,Both sexes,1999,54.7 [50.2-59.1],Oceania,54.7
15067,Nauru,Male,1999,50.3 [43.9-56.8],Oceania,50.3
15068,Nauru,Female,1999,59.0 [52.8-65.0],Oceania,59.0
15069,Nauru,Both sexes,2000,55.1 [50.6-59.5],Oceania,55.1
15070,Nauru,Male,2000,50.8 [44.5-57.3],Oceania,50.8
15071,Nauru,Female,2000,59.3 [53.1-65.3],Oceania,59.3
15072,Nauru,Both sexes,2001,55.5 [51.1-59.9],Oceania,55.5
15073,Nauru,Male,2001,51.3 [45.0-57.8],Oceania,51.3
15074,Nauru,Female,2001,59.6 [53.3-65.5],Oceania,59.6
15075,Nauru,Both sexes,2002,55.9 [51.5-60.3],Oceania,55.9
15076,Nauru,Male,2002,51.9 [45.5-58.3],Oceania,51.9
15077,Nauru,Female,2002,59.8 [53.6-65.7],Oceania,59.8
15078,Nauru,Both sexes,2003,56.3 [51.9-60.7],Oceania,56.3
15079,Nauru,Male,2003,52.4 [46.0-58.7],Oceania,52.4
15080,Nauru,Female,2003,60.1 [53.8-66.0],Oceania,60.1
15081,Nauru,Both sexes,2004,56.7 [52.3-61.0],Oceania,56.7
15082,Nauru,Male,2004,52.9 [46.5-59.2],Oceania,52.9
15083,Nauru,Female,2004,60.4 [54.1-66.2],Oceania,60.4
15084,Nauru,Both sexes,2005,57.0 [52.6-61.4],Oceania,57.0
15085,Nauru,Male,2005,53.4 [47.0-59.7],Oceania,53.4
15086,Nauru,Female,2005,60.6 [54.4-66.5],Oceania,60.6
15087,Nauru,Both sexes,2006,57.4 [53.0-61.8],Oceania,57.4
15088,Nauru,Male,2006,53.9 [47.5-60.2],Oceania,53.9
15089,Nauru,Female,2006,60.9 [54.6-66.8],Oceania,60.9
15090,Nauru,Both sexes,2007,57.8 [53.3-62.2],Oceania,57.8
15091,Nauru,Male,2007,54.4 [47.9-60.8],Oceania,54.4
15092,Nauru,Female,2007,61.1 [54.8-67.2],Oceania,61.1
15093,Nauru,Both sexes,2008,58.2 [53.6-62.7],Oceania,58.2
15094,Nauru,Male,2008,54.9 [48.3-61.4],Oceania,54.9
15095,Nauru,Female,2008,61.4 [55.0-67.5],Oceania,61.4
15096,Nauru,Both sexes,2009,58.5 [53.9-63.2],Oceania,58.5
15097,Nauru,Male,2009,55.4 [48.7-61.9],Oceania,55.4
15098,Nauru,Female,2009,61.6 [55.2-67.9],Oceania,61.6
15099,Nauru,Both sexes,2010,58.9 [54.2-63.6],Oceania,58.9
15100,Nauru,Male,2010,55.9 [49.1-62.5],Oceania,55.9
15101,Nauru,Female,2010,61.9 [55.3-68.2],Oceania,61.9
15102,Nauru,Both sexes,2011,59.3 [54.4-64.1],Oceania,59.3
15103,Nauru,Male,2011,56.4 [49.4-63.1],Oceania,56.4
15104,Nauru,Female,2011,62.1 [55.4-68.5],Oceania,62.1
15105,Nauru,Both sexes,2012,59.6 [54.6-64.6],Oceania,59.6
15106,Nauru,Male,2012,56.8 [49.7-63.8],Oceania,56.8
15107,Nauru,Female,2012,62.4 [55.6-68.9],Oceania,62.4
15108,Nauru,Both sexes,2013,60.0 [54.9-65.1],Oceania,60.0
15109,Nauru,Male,2013,57.3 [50.0-64.4],Oceania,57.3
15110,Nauru,Female,2013,62.6 [55.5-69.3],Oceania,62.6
15111,Nauru,Both sexes,2014,60.3 [55.0-65.6],Oceania,60.3
15112,Nauru,Male,2014,57.8 [50.3-65.1],Oceania,57.8
15113,Nauru,Female,2014,62.9 [55.5-69.8],Oceania,62.9
15114,Nauru,Both sexes,2015,60.7 [55.2-66.1],Oceania,60.7
15115,Nauru,Male,2015,58.2 [50.5-65.8],Oceania,58.2
15116,Nauru,Female,2015,63.1 [55.5-70.3],Oceania,63.1
15117,Nauru,Both sexes,2016,61.0 [55.3-66.6],Oceania,61.0
15118,Nauru,Male,2016,58.7 [50.6-66.5],Oceania,58.7
15119,Nauru,Female,2016,63.3 [55.5-70.8],Oceania,63.3
15372,New Zealand,Both sexes,1975,10.9 [7.9-14.2],Oceania,10.9
15373,New Zealand,Male,1975,9.4 [5.7-14.1],Oceania,9.4
15374,New Zealand,Female,1975,12.3 [8.1-17.5],Oceania,12.3
15375,New Zealand,Both sexes,1976,11.2 [8.3-14.4],Oceania,11.2
15376,New Zealand,Male,1976,9.7 [6.1-14.3],Oceania,9.7
15377,New Zealand,Female,1976,12.6 [8.5-17.6],Oceania,12.6
15378,New Zealand,Both sexes,1977,11.5 [8.7-14.7],Oceania,11.5
15379,New Zealand,Male,1977,10.0 [6.5-14.4],Oceania,10.0
15380,New Zealand,Female,1977,13.0 [8.9-17.8],Oceania,13.0
15381,New Zealand,Both sexes,1978,11.9 [9.1-14.9],Oceania,11.9
15382,New Zealand,Male,1978,10.3 [6.8-14.6],Oceania,10.3
15383,New Zealand,Female,1978,13.3 [9.3-17.9],Oceania,13.3
15384,New Zealand,Both sexes,1979,12.2 [9.4-15.2],Oceania,12.2
15385,New Zealand,Male,1979,10.7 [7.1-14.8],Oceania,10.7
15386,New Zealand,Female,1979,13.6 [9.7-18.1],Oceania,13.6
15387,New Zealand,Both sexes,1980,12.5 [9.8-15.4],Oceania,12.5
15388,New Zealand,Male,1980,11.0 [7.6-15.1],Oceania,11.0
15389,New Zealand,Female,1980,14.0 [10.1-18.3],Oceania,14.0
15390,New Zealand,Both sexes,1981,12.9 [10.2-15.7],Oceania,12.9
15391,New Zealand,Male,1981,11.3 [7.9-15.4],Oceania,11.3
15392,New Zealand,Female,1981,14.3 [10.5-18.5],Oceania,14.3
15393,New Zealand,Both sexes,1982,13.2 [10.6-16.0],Oceania,13.2
15394,New Zealand,Male,1982,11.7 [8.3-15.7],Oceania,11.7
15395,New Zealand,Female,1982,14.6 [10.9-18.8],Oceania,14.6
15396,New Zealand,Both sexes,1983,13.6 [10.9-16.3],Oceania,13.6
15397,New Zealand,Male,1983,12.0 [8.6-16.0],Oceania,12.0
15398,New Zealand,Female,1983,15.0 [11.3-19.1],Oceania,15.0
15399,New Zealand,Both sexes,1984,13.9 [11.3-16.7],Oceania,13.9
15400,New Zealand,Male,1984,12.4 [9.0-16.3],Oceania,12.4
15401,New Zealand,Female,1984,15.3 [11.6-19.4],Oceania,15.3
15402,New Zealand,Both sexes,1985,14.3 [11.7-17.0],Oceania,14.3
15403,New Zealand,Male,1985,12.8 [9.4-16.6],Oceania,12.8
15404,New Zealand,Female,1985,15.7 [12.1-19.7],Oceania,15.7
15405,New Zealand,Both sexes,1986,14.7 [12.1-17.4],Oceania,14.7
15406,New Zealand,Male,1986,13.2 [9.7-17.0],Oceania,13.2
15407,New Zealand,Female,1986,16.1 [12.5-20.0],Oceania,16.1
15408,New Zealand,Both sexes,1987,15.1 [12.5-17.8],Oceania,15.1
15409,New Zealand,Male,1987,13.6 [10.1-17.5],Oceania,13.6
15410,New Zealand,Female,1987,16.5 [12.9-20.4],Oceania,16.5
15411,New Zealand,Both sexes,1988,15.5 [12.9-18.2],Oceania,15.5
15412,New Zealand,Male,1988,14.0 [10.5-17.9],Oceania,14.0
15413,New Zealand,Female,1988,16.9 [13.3-20.8],Oceania,16.9
15414,New Zealand,Both sexes,1989,15.9 [13.3-18.7],Oceania,15.9
15415,New Zealand,Male,1989,14.5 [10.9-18.4],Oceania,14.5
15416,New Zealand,Female,1989,17.3 [13.7-21.2],Oceania,17.3
15417,New Zealand,Both sexes,1990,16.4 [13.8-19.1],Oceania,16.4
15418,New Zealand,Male,1990,14.9 [11.3-18.8],Oceania,14.9
15419,New Zealand,Female,1990,17.8 [14.2-21.7],Oceania,17.8
15420,New Zealand,Both sexes,1991,16.9 [14.2-19.6],Oceania,16.9
15421,New Zealand,Male,1991,15.4 [11.8-19.4],Oceania,15.4
15422,New Zealand,Female,1991,18.2 [14.6-22.1],Oceania,18.2
15423,New Zealand,Both sexes,1992,17.3 [14.7-20.1],Oceania,17.3
15424,New Zealand,Male,1992,15.9 [12.2-19.9],Oceania,15.9
15425,New Zealand,Female,1992,18.7 [15.1-22.6],Oceania,18.7
15426,New Zealand,Both sexes,1993,17.8 [15.2-20.6],Oceania,17.8
15427,New Zealand,Male,1993,16.4 [12.7-20.4],Oceania,16.4
15428,New Zealand,Female,1993,19.2 [15.6-23.1],Oceania,19.2
15429,New Zealand,Both sexes,1994,18.3 [15.7-21.1],Oceania,18.3
15430,New Zealand,Male,1994,16.9 [13.2-21.0],Oceania,16.9
15431,New Zealand,Female,1994,19.7 [16.1-23.5],Oceania,19.7
15432,New Zealand,Both sexes,1995,18.8 [16.2-21.6],Oceania,18.8
15433,New Zealand,Male,1995,17.5 [13.7-21.5],Oceania,17.5
15434,New Zealand,Female,1995,20.2 [16.5-24.1],Oceania,20.2
15435,New Zealand,Both sexes,1996,19.4 [16.7-22.1],Oceania,19.4
15436,New Zealand,Male,1996,18.0 [14.2-22.1],Oceania,18.0
15437,New Zealand,Female,1996,20.7 [17.0-24.6],Oceania,20.7
15438,New Zealand,Both sexes,1997,19.9 [17.2-22.7],Oceania,19.9
15439,New Zealand,Male,1997,18.5 [14.7-22.7],Oceania,18.5
15440,New Zealand,Female,1997,21.2 [17.5-25.1],Oceania,21.2
15441,New Zealand,Both sexes,1998,20.4 [17.7-23.2],Oceania,20.4
15442,New Zealand,Male,1998,19.1 [15.2-23.3],Oceania,19.1
15443,New Zealand,Female,1998,21.7 [18.0-25.6],Oceania,21.7
15444,New Zealand,Both sexes,1999,21.0 [18.3-23.7],Oceania,21.0
15445,New Zealand,Male,1999,19.7 [15.7-23.9],Oceania,19.7
15446,New Zealand,Female,1999,22.2 [18.5-26.1],Oceania,22.2
15447,New Zealand,Both sexes,2000,21.5 [18.9-24.3],Oceania,21.5
15448,New Zealand,Male,2000,20.2 [16.4-24.4],Oceania,20.2
15449,New Zealand,Female,2000,22.8 [19.0-26.6],Oceania,22.8
15450,New Zealand,Both sexes,2001,22.1 [19.4-24.8],Oceania,22.1
15451,New Zealand,Male,2001,20.8 [16.9-25.0],Oceania,20.8
15452,New Zealand,Female,2001,23.3 [19.6-27.1],Oceania,23.3
15453,New Zealand,Both sexes,2002,22.7 [20.0-25.4],Oceania,22.7
15454,New Zealand,Male,2002,21.4 [17.6-25.5],Oceania,21.4
15455,New Zealand,Female,2002,23.8 [20.1-27.6],Oceania,23.8
15456,New Zealand,Both sexes,2003,23.2 [20.6-25.9],Oceania,23.2
15457,New Zealand,Male,2003,22.0 [18.2-26.1],Oceania,22.0
15458,New Zealand,Female,2003,24.4 [20.7-28.2],Oceania,24.4
15459,New Zealand,Both sexes,2004,23.8 [21.2-26.5],Oceania,23.8
15460,New Zealand,Male,2004,22.6 [18.9-26.6],Oceania,22.6
15461,New Zealand,Female,2004,24.9 [21.2-28.7],Oceania,24.9
15462,New Zealand,Both sexes,2005,24.4 [21.7-27.0],Oceania,24.4
15463,New Zealand,Male,2005,23.2 [19.5-27.2],Oceania,23.2
15464,New Zealand,Female,2005,25.4 [21.8-29.2],Oceania,25.4
15465,New Zealand,Both sexes,2006,24.9 [22.3-27.6],Oceania,24.9
15466,New Zealand,Male,2006,23.8 [20.0-27.9],Oceania,23.8
15467,New Zealand,Female,2006,26.0 [22.3-29.8],Oceania,26.0
15468,New Zealand,Both sexes,2007,25.5 [22.9-28.2],Oceania,25.5
15469,New Zealand,Male,2007,24.4 [20.7-28.5],Oceania,24.4
15470,New Zealand,Female,2007,26.5 [22.8-30.4],Oceania,26.5
15471,New Zealand,Both sexes,2008,26.1 [23.4-28.8],Oceania,26.1
15472,New Zealand,Male,2008,25.0 [21.2-29.1],Oceania,25.0
15473,New Zealand,Female,2008,27.1 [23.3-30.9],Oceania,27.1
15474,New Zealand,Both sexes,2009,26.6 [24.0-29.4],Oceania,26.6
15475,New Zealand,Male,2009,25.6 [21.9-29.7],Oceania,25.6
15476,New Zealand,Female,2009,27.6 [23.8-31.5],Oceania,27.6
15477,New Zealand,Both sexes,2010,27.2 [24.5-30.0],Oceania,27.2
15478,New Zealand,Male,2010,26.2 [22.4-30.3],Oceania,26.2
15479,New Zealand,Female,2010,28.1 [24.3-32.2],Oceania,28.1
15480,New Zealand,Both sexes,2011,27.8 [25.0-30.7],Oceania,27.8
15481,New Zealand,Male,2011,26.9 [23.0-31.1],Oceania,26.9
15482,New Zealand,Female,2011,28.7 [24.7-32.8],Oceania,28.7
15483,New Zealand,Both sexes,2012,28.4 [25.5-31.3],Oceania,28.4
15484,New Zealand,Male,2012,27.5 [23.6-31.9],Oceania,27.5
15485,New Zealand,Female,2012,29.2 [25.2-33.5],Oceania,29.2
15486,New Zealand,Both sexes,2013,29.0 [26.0-32.0],Oceania,29.0
15487,New Zealand,Male,2013,28.1 [24.0-32.6],Oceania,28.1
15488,New Zealand,Female,2013,29.8 [25.5-34.3],Oceania,29.8
15489,New Zealand,Both sexes,2014,29.6 [26.5-32.7],Oceania,29.6
15490,New Zealand,Male,2014,28.8 [24.4-33.5],Oceania,28.8
15491,New Zealand,Female,2014,30.3 [25.9-35.0],Oceania,30.3
15492,New Zealand,Both sexes,2015,30.2 [26.9-33.5],Oceania,30.2
15493,New Zealand,Male,2015,29.4 [24.8-34.4],Oceania,29.4
15494,New Zealand,Female,2015,30.9 [26.3-35.8],Oceania,30.9
15495,New Zealand,Both sexes,2016,30.8 [27.3-34.3],Oceania,30.8
15496,New Zealand,Male,2016,30.1 [25.2-35.3],Oceania,30.1
15497,New Zealand,Female,2016,31.4 [26.5-36.5],Oceania,31.4
15876,Niue,Both sexes,1975,18.9 [12.4-26.3],Oceania,18.9
15877,Niue,Male,1975,13.6 [6.2-23.8],Oceania,13.6
15878,Niue,Female,1975,24.4 [14.3-36.0],Oceania,24.4
15879,Niue,Both sexes,1976,19.6 [13.1-26.8],Oceania,19.6
15880,Niue,Male,1976,14.1 [6.7-24.1],Oceania,14.1
15881,Niue,Female,1976,25.2 [15.2-36.5],Oceania,25.2
15882,Niue,Both sexes,1977,20.2 [13.9-27.4],Oceania,20.2
15883,Niue,Male,1977,14.7 [7.2-24.6],Oceania,14.7
15884,Niue,Female,1977,26.0 [16.1-37.0],Oceania,26.0
15885,Niue,Both sexes,1978,21.0 [14.7-28.0],Oceania,21.0
15886,Niue,Male,1978,15.2 [7.7-25.1],Oceania,15.2
15887,Niue,Female,1978,26.8 [17.1-37.6],Oceania,26.8
15888,Niue,Both sexes,1979,21.7 [15.5-28.7],Oceania,21.7
15889,Niue,Male,1979,15.9 [8.3-25.5],Oceania,15.9
15890,Niue,Female,1979,27.7 [18.0-38.1],Oceania,27.7
15891,Niue,Both sexes,1980,22.5 [16.3-29.4],Oceania,22.5
15892,Niue,Male,1980,16.5 [8.9-26.1],Oceania,16.5
15893,Niue,Female,1980,28.6 [19.0-38.8],Oceania,28.6
15894,Niue,Both sexes,1981,23.3 [17.2-30.1],Oceania,23.3
15895,Niue,Male,1981,17.2 [9.5-26.6],Oceania,17.2
15896,Niue,Female,1981,29.5 [20.1-39.5],Oceania,29.5
15897,Niue,Both sexes,1982,24.1 [18.0-30.9],Oceania,24.1
15898,Niue,Male,1982,17.9 [10.1-27.3],Oceania,17.9
15899,Niue,Female,1982,30.4 [21.1-40.2],Oceania,30.4
15900,Niue,Both sexes,1983,24.9 [18.9-31.6],Oceania,24.9
15901,Niue,Male,1983,18.6 [10.8-28.1],Oceania,18.6
15902,Niue,Female,1983,31.3 [22.1-40.9],Oceania,31.3
15903,Niue,Both sexes,1984,25.8 [19.7-32.4],Oceania,25.8
15904,Niue,Male,1984,19.4 [11.5-28.8],Oceania,19.4
15905,Niue,Female,1984,32.3 [23.2-41.6],Oceania,32.3
15906,Niue,Both sexes,1985,26.6 [20.6-33.1],Oceania,26.6
15907,Niue,Male,1985,20.2 [12.2-29.5],Oceania,20.2
15908,Niue,Female,1985,33.2 [24.3-42.4],Oceania,33.2
15909,Niue,Both sexes,1986,27.4 [21.5-33.9],Oceania,27.4
15910,Niue,Male,1986,20.9 [12.9-30.2],Oceania,20.9
15911,Niue,Female,1986,34.1 [25.3-43.2],Oceania,34.1
15912,Niue,Both sexes,1987,28.2 [22.4-34.6],Oceania,28.2
15913,Niue,Male,1987,21.7 [13.7-30.8],Oceania,21.7
15914,Niue,Female,1987,35.0 [26.3-43.9],Oceania,35.0
15915,Niue,Both sexes,1988,29.0 [23.1-35.3],Oceania,29.0
15916,Niue,Male,1988,22.4 [14.4-31.5],Oceania,22.4
15917,Niue,Female,1988,35.8 [27.2-44.6],Oceania,35.8
15918,Niue,Both sexes,1989,29.7 [23.8-36.0],Oceania,29.7
15919,Niue,Male,1989,23.1 [15.0-32.2],Oceania,23.1
15920,Niue,Female,1989,36.5 [28.1-45.3],Oceania,36.5
15921,Niue,Both sexes,1990,30.5 [24.5-36.6],Oceania,30.5
15922,Niue,Male,1990,23.8 [15.6-32.9],Oceania,23.8
15923,Niue,Female,1990,37.3 [29.0-46.0],Oceania,37.3
15924,Niue,Both sexes,1991,31.2 [25.3-37.3],Oceania,31.2
15925,Niue,Male,1991,24.4 [16.3-33.4],Oceania,24.4
15926,Niue,Female,1991,38.0 [29.7-46.6],Oceania,38.0
15927,Niue,Both sexes,1992,31.8 [26.0-37.9],Oceania,31.8
15928,Niue,Male,1992,25.1 [17.0-34.1],Oceania,25.1
15929,Niue,Female,1992,38.7 [30.5-47.2],Oceania,38.7
15930,Niue,Both sexes,1993,32.5 [26.7-38.6],Oceania,32.5
15931,Niue,Male,1993,25.8 [17.7-34.8],Oceania,25.8
15932,Niue,Female,1993,39.4 [31.2-47.7],Oceania,39.4
15933,Niue,Both sexes,1994,33.2 [27.4-39.2],Oceania,33.2
15934,Niue,Male,1994,26.5 [18.3-35.3],Oceania,26.5
15935,Niue,Female,1994,40.0 [31.9-48.3],Oceania,40.0
15936,Niue,Both sexes,1995,33.9 [28.1-39.8],Oceania,33.9
15937,Niue,Male,1995,27.2 [19.0-35.9],Oceania,27.2
15938,Niue,Female,1995,40.7 [32.6-48.9],Oceania,40.7
15939,Niue,Both sexes,1996,34.6 [28.8-40.5],Oceania,34.6
15940,Niue,Male,1996,27.9 [19.7-36.6],Oceania,27.9
15941,Niue,Female,1996,41.4 [33.4-49.5],Oceania,41.4
15942,Niue,Both sexes,1997,35.3 [29.6-41.1],Oceania,35.3
15943,Niue,Male,1997,28.6 [20.5-37.3],Oceania,28.6
15944,Niue,Female,1997,42.1 [34.1-50.1],Oceania,42.1
15945,Niue,Both sexes,1998,36.0 [30.3-41.7],Oceania,36.0
15946,Niue,Male,1998,29.4 [21.2-38.1],Oceania,29.4
15947,Niue,Female,1998,42.8 [34.8-50.7],Oceania,42.8
15948,Niue,Both sexes,1999,36.7 [31.1-42.4],Oceania,36.7
15949,Niue,Male,1999,30.1 [21.9-38.8],Oceania,30.1
15950,Niue,Female,1999,43.5 [35.6-51.3],Oceania,43.5
15951,Niue,Both sexes,2000,37.5 [31.9-43.1],Oceania,37.5
15952,Niue,Male,2000,30.9 [22.7-39.5],Oceania,30.9
15953,Niue,Female,2000,44.2 [36.4-51.9],Oceania,44.2
15954,Niue,Both sexes,2001,38.2 [32.7-43.8],Oceania,38.2
15955,Niue,Male,2001,31.7 [23.5-40.2],Oceania,31.7
